id_dia,DescripcionDia,id_horario,fecha,hora_inicio,hora_fin
7700,Lunes,1,2045-06-12,08:30:00,18:00:00
7701,Martes,1,2045-06-13,08:30:00,18:00:00
7702,Miercoles,1,2045-06-14,08:30:00,18:00:00
7703,Jueves,1,2045-06-15,08:30:00,18:00:00
7704,Viernes,1,2045-06-16,08:30:00,18:00:00
7705,Sabado,2,2045-06-17,08:30:00,13:00:00
7706,Domingo,2,2045-06-18,08:30:00,13:00:00
7707,Lunes,1,2045-06-19,08:30:00,18:00:00
7708,Martes,1,2045-06-20,08:30:00,18:00:00
7709,Miercoles,1,2045-06-21,08:30:00,18:00:00
7710,Jueves,1,2045-06-22,08:30:00,18:00:00
7711,Viernes,1,2045-06-23,08:30:00,18:00:00
7712,Sabado,2,2045-06-24,08:30:00,13:00:00
7713,Domingo,2,2045-06-25,08:30:00,13:00:00
7714,Lunes,1,2045-06-26,08:30:00,18:00:00
7715,Martes,1,2045-06-27,08:30:00,18:00:00
7716,Miercoles,1,2045-06-28,08:30:00,18:00:00
7717,Jueves,1,2045-06-29,08:30:00,18:00:00
7718,Viernes,1,2045-06-30,08:30:00,18:00:00
7719,Sabado,2,2045-07-01,08:30:00,13:00:00
7720,Domingo,2,2045-07-02,08:30:00,13:00:00
7721,Lunes,1,2045-07-03,08:30:00,18:00:00
7722,Martes,1,2045-07-04,08:30:00,18:00:00
7723,Miercoles,1,2045-07-05,08:30:00,18:00:00
7724,Jueves,1,2045-07-06,08:30:00,18:00:00
7725,Viernes,1,2045-07-07,08:30:00,18:00:00
7726,Sabado,2,2045-07-08,08:30:00,13:00:00
7727,Domingo,2,2045-07-09,08:30:00,13:00:00
7728,Lunes,1,2045-07-10,08:30:00,18:00:00
7729,Martes,1,2045-07-11,08:30:00,18:00:00
7730,Miercoles,1,2045-07-12,08:30:00,18:00:00
7731,Jueves,1,2045-07-13,08:30:00,18:00:00
7732,Viernes,1,2045-07-14,08:30:00,18:00:00
7733,Sabado,2,2045-07-15,08:30:00,13:00:00
7734,Domingo,2,2045-07-16,08:30:00,13:00:00
7735,Lunes,1,2045-07-17,08:30:00,18:00:00
7736,Martes,1,2045-07-18,08:30:00,18:00:00
7737,Miercoles,1,2045-07-19,08:30:00,18:00:00
7738,Jueves,1,2045-07-20,08:30:00,18:00:00
7739,Viernes,1,2045-07-21,08:30:00,18:00:00
7740,Sabado,2,2045-07-22,08:30:00,13:00:00
7741,Domingo,2,2045-07-23,08:30:00,13:00:00
7742,Lunes,1,2045-07-24,08:30:00,18:00:00
7743,Martes,1,2045-07-25,08:30:00,18:00:00
7744,Miercoles,1,2045-07-26,08:30:00,18:00:00
7745,Jueves,1,2045-07-27,08:30:00,18:00:00
7746,Viernes,1,2045-07-28,08:30:00,18:00:00
7747,Sabado,2,2045-07-29,08:30:00,13:00:00
7748,Domingo,2,2045-07-30,08:30:00,13:00:00
7749,Lunes,1,2045-07-31,08:30:00,18:00:00
7750,Martes,1,2045-08-01,08:30:00,18:00:00
7751,Miercoles,1,2045-08-02,08:30:00,18:00:00
7752,Jueves,1,2045-08-03,08:30:00,18:00:00
7753,Viernes,1,2045-08-04,08:30:00,18:00:00
7754,Sabado,2,2045-08-05,08:30:00,13:00:00
7755,Domingo,2,2045-08-06,08:30:00,13:00:00
7756,Lunes,1,2045-08-07,08:30:00,18:00:00
7757,Martes,1,2045-08-08,08:30:00,18:00:00
7758,Miercoles,1,2045-08-09,08:30:00,18:00:00
7759,Jueves,1,2045-08-10,08:30:00,18:00:00
7760,Viernes,1,2045-08-11,08:30:00,18:00:00
7761,Sabado,2,2045-08-12,08:30:00,13:00:00
7762,Domingo,2,2045-08-13,08:30:00,13:00:00
7763,Lunes,1,2045-08-14,08:30:00,18:00:00
7764,Martes,1,2045-08-15,08:30:00,18:00:00
7765,Miercoles,1,2045-08-16,08:30:00,18:00:00
7766,Jueves,1,2045-08-17,08:30:00,18:00:00
7767,Viernes,1,2045-08-18,08:30:00,18:00:00
7768,Sabado,2,2045-08-19,08:30:00,13:00:00
7769,Domingo,2,2045-08-20,08:30:00,13:00:00
7770,Lunes,1,2045-08-21,08:30:00,18:00:00
7771,Martes,1,2045-08-22,08:30:00,18:00:00
7772,Miercoles,1,2045-08-23,08:30:00,18:00:00
7773,Jueves,1,2045-08-24,08:30:00,18:00:00
7774,Viernes,1,2045-08-25,08:30:00,18:00:00
7775,Sabado,2,2045-08-26,08:30:00,13:00:00
7776,Domingo,2,2045-08-27,08:30:00,13:00:00
7777,Lunes,1,2045-08-28,08:30:00,18:00:00
7778,Martes,1,2045-08-29,08:30:00,18:00:00
7779,Miercoles,1,2045-08-30,08:30:00,18:00:00
7780,Jueves,1,2045-08-31,08:30:00,18:00:00
7781,Viernes,1,2045-09-01,08:30:00,18:00:00
7782,Sabado,2,2045-09-02,08:30:00,13:00:00
7783,Domingo,2,2045-09-03,08:30:00,13:00:00
7784,Lunes,1,2045-09-04,08:30:00,18:00:00
7785,Martes,1,2045-09-05,08:30:00,18:00:00
7786,Miercoles,1,2045-09-06,08:30:00,18:00:00
7787,Jueves,1,2045-09-07,08:30:00,18:00:00
7788,Viernes,1,2045-09-08,08:30:00,18:00:00
7789,Sabado,2,2045-09-09,08:30:00,13:00:00
7790,Domingo,2,2045-09-10,08:30:00,13:00:00
7791,Lunes,1,2045-09-11,08:30:00,18:00:00
7792,Martes,1,2045-09-12,08:30:00,18:00:00
7793,Miercoles,1,2045-09-13,08:30:00,18:00:00
7794,Jueves,1,2045-09-14,08:30:00,18:00:00
7795,Viernes,1,2045-09-15,08:30:00,18:00:00
7796,Sabado,2,2045-09-16,08:30:00,13:00:00
7797,Domingo,2,2045-09-17,08:30:00,13:00:00
7798,Lunes,1,2045-09-18,08:30:00,18:00:00
7799,Martes,1,2045-09-19,08:30:00,18:00:00
7800,Miercoles,1,2045-09-20,08:30:00,18:00:00
7801,Jueves,1,2045-09-21,08:30:00,18:00:00
7802,Viernes,1,2045-09-22,08:30:00,18:00:00
7803,Sabado,2,2045-09-23,08:30:00,13:00:00
7804,Domingo,2,2045-09-24,08:30:00,13:00:00
7805,Lunes,1,2045-09-25,08:30:00,18:00:00
7806,Martes,1,2045-09-26,08:30:00,18:00:00
7807,Miercoles,1,2045-09-27,08:30:00,18:00:00
7808,Jueves,1,2045-09-28,08:30:00,18:00:00
7809,Viernes,1,2045-09-29,08:30:00,18:00:00
7810,Sabado,2,2045-09-30,08:30:00,13:00:00
7811,Domingo,2,2045-10-01,08:30:00,13:00:00
7812,Lunes,1,2045-10-02,08:30:00,18:00:00
7813,Martes,1,2045-10-03,08:30:00,18:00:00
7814,Miercoles,1,2045-10-04,08:30:00,18:00:00
7815,Jueves,1,2045-10-05,08:30:00,18:00:00
7816,Viernes,1,2045-10-06,08:30:00,18:00:00
7817,Sabado,2,2045-10-07,08:30:00,13:00:00
7818,Domingo,2,2045-10-08,08:30:00,13:00:00
7819,Lunes,1,2045-10-09,08:30:00,18:00:00
7820,Martes,1,2045-10-10,08:30:00,18:00:00
7821,Miercoles,1,2045-10-11,08:30:00,18:00:00
7822,Jueves,1,2045-10-12,08:30:00,18:00:00
7823,Viernes,1,2045-10-13,08:30:00,18:00:00
7824,Sabado,2,2045-10-14,08:30:00,13:00:00
7825,Domingo,2,2045-10-15,08:30:00,13:00:00
7826,Lunes,1,2045-10-16,08:30:00,18:00:00
7827,Martes,1,2045-10-17,08:30:00,18:00:00
7828,Miercoles,1,2045-10-18,08:30:00,18:00:00
7829,Jueves,1,2045-10-19,08:30:00,18:00:00
7830,Viernes,1,2045-10-20,08:30:00,18:00:00
7831,Sabado,2,2045-10-21,08:30:00,13:00:00
7832,Domingo,2,2045-10-22,08:30:00,13:00:00
7833,Lunes,1,2045-10-23,08:30:00,18:00:00
7834,Martes,1,2045-10-24,08:30:00,18:00:00
7835,Miercoles,1,2045-10-25,08:30:00,18:00:00
7836,Jueves,1,2045-10-26,08:30:00,18:00:00
7837,Viernes,1,2045-10-27,08:30:00,18:00:00
7838,Sabado,2,2045-10-28,08:30:00,13:00:00
7839,Domingo,2,2045-10-29,08:30:00,13:00:00
7840,Lunes,1,2045-10-30,08:30:00,18:00:00
7841,Martes,1,2045-10-31,08:30:00,18:00:00
7842,Miercoles,1,2045-11-01,08:30:00,18:00:00
7843,Jueves,1,2045-11-02,08:30:00,18:00:00
7844,Viernes,1,2045-11-03,08:30:00,18:00:00
7845,Sabado,2,2045-11-04,08:30:00,13:00:00
7846,Domingo,2,2045-11-05,08:30:00,13:00:00
7847,Lunes,1,2045-11-06,08:30:00,18:00:00
7848,Martes,1,2045-11-07,08:30:00,18:00:00
7849,Miercoles,1,2045-11-08,08:30:00,18:00:00
7850,Jueves,1,2045-11-09,08:30:00,18:00:00
7851,Viernes,1,2045-11-10,08:30:00,18:00:00
7852,Sabado,2,2045-11-11,08:30:00,13:00:00
7853,Domingo,2,2045-11-12,08:30:00,13:00:00
7854,Lunes,1,2045-11-13,08:30:00,18:00:00
7855,Martes,1,2045-11-14,08:30:00,18:00:00
7856,Miercoles,1,2045-11-15,08:30:00,18:00:00
7857,Jueves,1,2045-11-16,08:30:00,18:00:00
7858,Viernes,1,2045-11-17,08:30:00,18:00:00
7859,Sabado,2,2045-11-18,08:30:00,13:00:00
7860,Domingo,2,2045-11-19,08:30:00,13:00:00
7861,Lunes,1,2045-11-20,08:30:00,18:00:00
7862,Martes,1,2045-11-21,08:30:00,18:00:00
7863,Miercoles,1,2045-11-22,08:30:00,18:00:00
7864,Jueves,1,2045-11-23,08:30:00,18:00:00
7865,Viernes,1,2045-11-24,08:30:00,18:00:00
7866,Sabado,2,2045-11-25,08:30:00,13:00:00
7867,Domingo,2,2045-11-26,08:30:00,13:00:00
7868,Lunes,1,2045-11-27,08:30:00,18:00:00
7869,Martes,1,2045-11-28,08:30:00,18:00:00
7870,Miercoles,1,2045-11-29,08:30:00,18:00:00
7871,Jueves,1,2045-11-30,08:30:00,18:00:00
7872,Viernes,1,2045-12-01,08:30:00,18:00:00
7873,Sabado,2,2045-12-02,08:30:00,13:00:00
7874,Domingo,2,2045-12-03,08:30:00,13:00:00
7875,Lunes,1,2045-12-04,08:30:00,18:00:00
7876,Martes,1,2045-12-05,08:30:00,18:00:00
7877,Miercoles,1,2045-12-06,08:30:00,18:00:00
7878,Jueves,1,2045-12-07,08:30:00,18:00:00
7879,Viernes,1,2045-12-08,08:30:00,18:00:00
7880,Sabado,2,2045-12-09,08:30:00,13:00:00
7881,Domingo,2,2045-12-10,08:30:00,13:00:00
7882,Lunes,1,2045-12-11,08:30:00,18:00:00
7883,Martes,1,2045-12-12,08:30:00,18:00:00
7884,Miercoles,1,2045-12-13,08:30:00,18:00:00
7885,Jueves,1,2045-12-14,08:30:00,18:00:00
7886,Viernes,1,2045-12-15,08:30:00,18:00:00
7887,Sabado,2,2045-12-16,08:30:00,13:00:00
7888,Domingo,2,2045-12-17,08:30:00,13:00:00
7889,Lunes,1,2045-12-18,08:30:00,18:00:00
7890,Martes,1,2045-12-19,08:30:00,18:00:00
7891,Miercoles,1,2045-12-20,08:30:00,18:00:00
7892,Jueves,1,2045-12-21,08:30:00,18:00:00
7893,Viernes,1,2045-12-22,08:30:00,18:00:00
7894,Sabado,2,2045-12-23,08:30:00,13:00:00
7895,Domingo,2,2045-12-24,08:30:00,13:00:00
7896,Lunes,1,2045-12-25,08:30:00,18:00:00
7897,Martes,1,2045-12-26,08:30:00,18:00:00
7898,Miercoles,1,2045-12-27,08:30:00,18:00:00
7899,Jueves,1,2045-12-28,08:30:00,18:00:00
7900,Viernes,1,2045-12-29,08:30:00,18:00:00
7901,Sabado,2,2045-12-30,08:30:00,13:00:00
7902,Domingo,2,2045-12-31,08:30:00,13:00:00
7903,Lunes,1,2046-01-01,08:30:00,18:00:00
7904,Martes,1,2046-01-02,08:30:00,18:00:00
7905,Miercoles,1,2046-01-03,08:30:00,18:00:00
7906,Jueves,1,2046-01-04,08:30:00,18:00:00
7907,Viernes,1,2046-01-05,08:30:00,18:00:00
7908,Sabado,2,2046-01-06,08:30:00,13:00:00
7909,Domingo,2,2046-01-07,08:30:00,13:00:00
7910,Lunes,1,2046-01-08,08:30:00,18:00:00
7911,Martes,1,2046-01-09,08:30:00,18:00:00
7912,Miercoles,1,2046-01-10,08:30:00,18:00:00
7913,Jueves,1,2046-01-11,08:30:00,18:00:00
7914,Viernes,1,2046-01-12,08:30:00,18:00:00
7915,Sabado,2,2046-01-13,08:30:00,13:00:00
7916,Domingo,2,2046-01-14,08:30:00,13:00:00
7917,Lunes,1,2046-01-15,08:30:00,18:00:00
7918,Martes,1,2046-01-16,08:30:00,18:00:00
7919,Miercoles,1,2046-01-17,08:30:00,18:00:00
7920,Jueves,1,2046-01-18,08:30:00,18:00:00
7921,Viernes,1,2046-01-19,08:30:00,18:00:00
7922,Sabado,2,2046-01-20,08:30:00,13:00:00
7923,Domingo,2,2046-01-21,08:30:00,13:00:00
7924,Lunes,1,2046-01-22,08:30:00,18:00:00
7925,Martes,1,2046-01-23,08:30:00,18:00:00
7926,Miercoles,1,2046-01-24,08:30:00,18:00:00
7927,Jueves,1,2046-01-25,08:30:00,18:00:00
7928,Viernes,1,2046-01-26,08:30:00,18:00:00
7929,Sabado,2,2046-01-27,08:30:00,13:00:00
7930,Domingo,2,2046-01-28,08:30:00,13:00:00
7931,Lunes,1,2046-01-29,08:30:00,18:00:00
7932,Martes,1,2046-01-30,08:30:00,18:00:00
7933,Miercoles,1,2046-01-31,08:30:00,18:00:00
7934,Jueves,1,2046-02-01,08:30:00,18:00:00
7935,Viernes,1,2046-02-02,08:30:00,18:00:00
7936,Sabado,2,2046-02-03,08:30:00,13:00:00
7937,Domingo,2,2046-02-04,08:30:00,13:00:00
7938,Lunes,1,2046-02-05,08:30:00,18:00:00
7939,Martes,1,2046-02-06,08:30:00,18:00:00
7940,Miercoles,1,2046-02-07,08:30:00,18:00:00
7941,Jueves,1,2046-02-08,08:30:00,18:00:00
7942,Viernes,1,2046-02-09,08:30:00,18:00:00
7943,Sabado,2,2046-02-10,08:30:00,13:00:00
7944,Domingo,2,2046-02-11,08:30:00,13:00:00
7945,Lunes,1,2046-02-12,08:30:00,18:00:00
7946,Martes,1,2046-02-13,08:30:00,18:00:00
7947,Miercoles,1,2046-02-14,08:30:00,18:00:00
7948,Jueves,1,2046-02-15,08:30:00,18:00:00
7949,Viernes,1,2046-02-16,08:30:00,18:00:00
7950,Sabado,2,2046-02-17,08:30:00,13:00:00
7951,Domingo,2,2046-02-18,08:30:00,13:00:00
7952,Lunes,1,2046-02-19,08:30:00,18:00:00
7953,Martes,1,2046-02-20,08:30:00,18:00:00
7954,Miercoles,1,2046-02-21,08:30:00,18:00:00
7955,Jueves,1,2046-02-22,08:30:00,18:00:00
7956,Viernes,1,2046-02-23,08:30:00,18:00:00
7957,Sabado,2,2046-02-24,08:30:00,13:00:00
7958,Domingo,2,2046-02-25,08:30:00,13:00:00
7959,Lunes,1,2046-02-26,08:30:00,18:00:00
7960,Martes,1,2046-02-27,08:30:00,18:00:00
7961,Miercoles,1,2046-02-28,08:30:00,18:00:00
7962,Jueves,1,2046-03-01,08:30:00,18:00:00
7963,Viernes,1,2046-03-02,08:30:00,18:00:00
7964,Sabado,2,2046-03-03,08:30:00,13:00:00
7965,Domingo,2,2046-03-04,08:30:00,13:00:00
7966,Lunes,1,2046-03-05,08:30:00,18:00:00
7967,Martes,1,2046-03-06,08:30:00,18:00:00
7968,Miercoles,1,2046-03-07,08:30:00,18:00:00
7969,Jueves,1,2046-03-08,08:30:00,18:00:00
7970,Viernes,1,2046-03-09,08:30:00,18:00:00
7971,Sabado,2,2046-03-10,08:30:00,13:00:00
7972,Domingo,2,2046-03-11,08:30:00,13:00:00
7973,Lunes,1,2046-03-12,08:30:00,18:00:00
7974,Martes,1,2046-03-13,08:30:00,18:00:00
7975,Miercoles,1,2046-03-14,08:30:00,18:00:00
7976,Jueves,1,2046-03-15,08:30:00,18:00:00
7977,Viernes,1,2046-03-16,08:30:00,18:00:00
7978,Sabado,2,2046-03-17,08:30:00,13:00:00
7979,Domingo,2,2046-03-18,08:30:00,13:00:00
7980,Lunes,1,2046-03-19,08:30:00,18:00:00
7981,Martes,1,2046-03-20,08:30:00,18:00:00
7982,Miercoles,1,2046-03-21,08:30:00,18:00:00
7983,Jueves,1,2046-03-22,08:30:00,18:00:00
7984,Viernes,1,2046-03-23,08:30:00,18:00:00
7985,Sabado,2,2046-03-24,08:30:00,13:00:00
7986,Domingo,2,2046-03-25,08:30:00,13:00:00
7987,Lunes,1,2046-03-26,08:30:00,18:00:00
7988,Martes,1,2046-03-27,08:30:00,18:00:00
7989,Miercoles,1,2046-03-28,08:30:00,18:00:00
7990,Jueves,1,2046-03-29,08:30:00,18:00:00
7991,Viernes,1,2046-03-30,08:30:00,18:00:00
7992,Sabado,2,2046-03-31,08:30:00,13:00:00
7993,Domingo,2,2046-04-01,08:30:00,13:00:00
7994,Lunes,1,2046-04-02,08:30:00,18:00:00
7995,Martes,1,2046-04-03,08:30:00,18:00:00
7996,Miercoles,1,2046-04-04,08:30:00,18:00:00
7997,Jueves,1,2046-04-05,08:30:00,18:00:00
7998,Viernes,1,2046-04-06,08:30:00,18:00:00
7999,Sabado,2,2046-04-07,08:30:00,13:00:00
8000,Domingo,2,2046-04-08,08:30:00,13:00:00
8001,Lunes,1,2046-04-09,08:30:00,18:00:00
8002,Martes,1,2046-04-10,08:30:00,18:00:00
8003,Miercoles,1,2046-04-11,08:30:00,18:00:00
8004,Jueves,1,2046-04-12,08:30:00,18:00:00
8005,Viernes,1,2046-04-13,08:30:00,18:00:00
8006,Sabado,2,2046-04-14,08:30:00,13:00:00
8007,Domingo,2,2046-04-15,08:30:00,13:00:00
8008,Lunes,1,2046-04-16,08:30:00,18:00:00
8009,Martes,1,2046-04-17,08:30:00,18:00:00
8010,Miercoles,1,2046-04-18,08:30:00,18:00:00
8011,Jueves,1,2046-04-19,08:30:00,18:00:00
8012,Viernes,1,2046-04-20,08:30:00,18:00:00
8013,Sabado,2,2046-04-21,08:30:00,13:00:00
8014,Domingo,2,2046-04-22,08:30:00,13:00:00
8015,Lunes,1,2046-04-23,08:30:00,18:00:00
8016,Martes,1,2046-04-24,08:30:00,18:00:00
8017,Miercoles,1,2046-04-25,08:30:00,18:00:00
8018,Jueves,1,2046-04-26,08:30:00,18:00:00
8019,Viernes,1,2046-04-27,08:30:00,18:00:00
8020,Sabado,2,2046-04-28,08:30:00,13:00:00
8021,Domingo,2,2046-04-29,08:30:00,13:00:00
8022,Lunes,1,2046-04-30,08:30:00,18:00:00
8023,Martes,1,2046-05-01,08:30:00,18:00:00
8024,Miercoles,1,2046-05-02,08:30:00,18:00:00
8025,Jueves,1,2046-05-03,08:30:00,18:00:00
8026,Viernes,1,2046-05-04,08:30:00,18:00:00
8027,Sabado,2,2046-05-05,08:30:00,13:00:00
8028,Domingo,2,2046-05-06,08:30:00,13:00:00
8029,Lunes,1,2046-05-07,08:30:00,18:00:00
8030,Martes,1,2046-05-08,08:30:00,18:00:00
8031,Miercoles,1,2046-05-09,08:30:00,18:00:00
8032,Jueves,1,2046-05-10,08:30:00,18:00:00
8033,Viernes,1,2046-05-11,08:30:00,18:00:00
8034,Sabado,2,2046-05-12,08:30:00,13:00:00
8035,Domingo,2,2046-05-13,08:30:00,13:00:00
8036,Lunes,1,2046-05-14,08:30:00,18:00:00
8037,Martes,1,2046-05-15,08:30:00,18:00:00
8038,Miercoles,1,2046-05-16,08:30:00,18:00:00
8039,Jueves,1,2046-05-17,08:30:00,18:00:00
8040,Viernes,1,2046-05-18,08:30:00,18:00:00
8041,Sabado,2,2046-05-19,08:30:00,13:00:00
8042,Domingo,2,2046-05-20,08:30:00,13:00:00
8043,Lunes,1,2046-05-21,08:30:00,18:00:00
8044,Martes,1,2046-05-22,08:30:00,18:00:00
8045,Miercoles,1,2046-05-23,08:30:00,18:00:00
8046,Jueves,1,2046-05-24,08:30:00,18:00:00
8047,Viernes,1,2046-05-25,08:30:00,18:00:00
8048,Sabado,2,2046-05-26,08:30:00,13:00:00
8049,Domingo,2,2046-05-27,08:30:00,13:00:00
8050,Lunes,1,2046-05-28,08:30:00,18:00:00
8051,Martes,1,2046-05-29,08:30:00,18:00:00
8052,Miercoles,1,2046-05-30,08:30:00,18:00:00
8053,Jueves,1,2046-05-31,08:30:00,18:00:00
8054,Viernes,1,2046-06-01,08:30:00,18:00:00
8055,Sabado,2,2046-06-02,08:30:00,13:00:00
8056,Domingo,2,2046-06-03,08:30:00,13:00:00
8057,Lunes,1,2046-06-04,08:30:00,18:00:00
8058,Martes,1,2046-06-05,08:30:00,18:00:00
8059,Miercoles,1,2046-06-06,08:30:00,18:00:00
8060,Jueves,1,2046-06-07,08:30:00,18:00:00
8061,Viernes,1,2046-06-08,08:30:00,18:00:00
8062,Sabado,2,2046-06-09,08:30:00,13:00:00
8063,Domingo,2,2046-06-10,08:30:00,13:00:00
8064,Lunes,1,2046-06-11,08:30:00,18:00:00
8065,Martes,1,2046-06-12,08:30:00,18:00:00
8066,Miercoles,1,2046-06-13,08:30:00,18:00:00
8067,Jueves,1,2046-06-14,08:30:00,18:00:00
8068,Viernes,1,2046-06-15,08:30:00,18:00:00
8069,Sabado,2,2046-06-16,08:30:00,13:00:00
8070,Domingo,2,2046-06-17,08:30:00,13:00:00
8071,Lunes,1,2046-06-18,08:30:00,18:00:00
8072,Martes,1,2046-06-19,08:30:00,18:00:00
8073,Miercoles,1,2046-06-20,08:30:00,18:00:00
8074,Jueves,1,2046-06-21,08:30:00,18:00:00
8075,Viernes,1,2046-06-22,08:30:00,18:00:00
8076,Sabado,2,2046-06-23,08:30:00,13:00:00
8077,Domingo,2,2046-06-24,08:30:00,13:00:00
8078,Lunes,1,2046-06-25,08:30:00,18:00:00
8079,Martes,1,2046-06-26,08:30:00,18:00:00
8080,Miercoles,1,2046-06-27,08:30:00,18:00:00
8081,Jueves,1,2046-06-28,08:30:00,18:00:00
8082,Viernes,1,2046-06-29,08:30:00,18:00:00
8083,Sabado,2,2046-06-30,08:30:00,13:00:00
8084,Domingo,2,2046-07-01,08:30:00,13:00:00
8085,Lunes,1,2046-07-02,08:30:00,18:00:00
8086,Martes,1,2046-07-03,08:30:00,18:00:00
8087,Miercoles,1,2046-07-04,08:30:00,18:00:00
8088,Jueves,1,2046-07-05,08:30:00,18:00:00
8089,Viernes,1,2046-07-06,08:30:00,18:00:00
8090,Sabado,2,2046-07-07,08:30:00,13:00:00
8091,Domingo,2,2046-07-08,08:30:00,13:00:00
8092,Lunes,1,2046-07-09,08:30:00,18:00:00
8093,Martes,1,2046-07-10,08:30:00,18:00:00
8094,Miercoles,1,2046-07-11,08:30:00,18:00:00
8095,Jueves,1,2046-07-12,08:30:00,18:00:00
8096,Viernes,1,2046-07-13,08:30:00,18:00:00
8097,Sabado,2,2046-07-14,08:30:00,13:00:00
8098,Domingo,2,2046-07-15,08:30:00,13:00:00
8099,Lunes,1,2046-07-16,08:30:00,18:00:00
8100,Martes,1,2046-07-17,08:30:00,18:00:00
8101,Miercoles,1,2046-07-18,08:30:00,18:00:00
8102,Jueves,1,2046-07-19,08:30:00,18:00:00
8103,Viernes,1,2046-07-20,08:30:00,18:00:00
8104,Sabado,2,2046-07-21,08:30:00,13:00:00
8105,Domingo,2,2046-07-22,08:30:00,13:00:00
8106,Lunes,1,2046-07-23,08:30:00,18:00:00
8107,Martes,1,2046-07-24,08:30:00,18:00:00
8108,Miercoles,1,2046-07-25,08:30:00,18:00:00
8109,Jueves,1,2046-07-26,08:30:00,18:00:00
8110,Viernes,1,2046-07-27,08:30:00,18:00:00
8111,Sabado,2,2046-07-28,08:30:00,13:00:00
8112,Domingo,2,2046-07-29,08:30:00,13:00:00
8113,Lunes,1,2046-07-30,08:30:00,18:00:00
8114,Martes,1,2046-07-31,08:30:00,18:00:00
8115,Miercoles,1,2046-08-01,08:30:00,18:00:00
8116,Jueves,1,2046-08-02,08:30:00,18:00:00
8117,Viernes,1,2046-08-03,08:30:00,18:00:00
8118,Sabado,2,2046-08-04,08:30:00,13:00:00
8119,Domingo,2,2046-08-05,08:30:00,13:00:00
8120,Lunes,1,2046-08-06,08:30:00,18:00:00
8121,Martes,1,2046-08-07,08:30:00,18:00:00
8122,Miercoles,1,2046-08-08,08:30:00,18:00:00
8123,Jueves,1,2046-08-09,08:30:00,18:00:00
8124,Viernes,1,2046-08-10,08:30:00,18:00:00
8125,Sabado,2,2046-08-11,08:30:00,13:00:00
8126,Domingo,2,2046-08-12,08:30:00,13:00:00
8127,Lunes,1,2046-08-13,08:30:00,18:00:00
8128,Martes,1,2046-08-14,08:30:00,18:00:00
8129,Miercoles,1,2046-08-15,08:30:00,18:00:00
8130,Jueves,1,2046-08-16,08:30:00,18:00:00
8131,Viernes,1,2046-08-17,08:30:00,18:00:00
8132,Sabado,2,2046-08-18,08:30:00,13:00:00
8133,Domingo,2,2046-08-19,08:30:00,13:00:00
8134,Lunes,1,2046-08-20,08:30:00,18:00:00
8135,Martes,1,2046-08-21,08:30:00,18:00:00
8136,Miercoles,1,2046-08-22,08:30:00,18:00:00
8137,Jueves,1,2046-08-23,08:30:00,18:00:00
8138,Viernes,1,2046-08-24,08:30:00,18:00:00
8139,Sabado,2,2046-08-25,08:30:00,13:00:00
8140,Domingo,2,2046-08-26,08:30:00,13:00:00
8141,Lunes,1,2046-08-27,08:30:00,18:00:00
8142,Martes,1,2046-08-28,08:30:00,18:00:00
8143,Miercoles,1,2046-08-29,08:30:00,18:00:00
8144,Jueves,1,2046-08-30,08:30:00,18:00:00
8145,Viernes,1,2046-08-31,08:30:00,18:00:00
8146,Sabado,2,2046-09-01,08:30:00,13:00:00
8147,Domingo,2,2046-09-02,08:30:00,13:00:00
8148,Lunes,1,2046-09-03,08:30:00,18:00:00
8149,Martes,1,2046-09-04,08:30:00,18:00:00
8150,Miercoles,1,2046-09-05,08:30:00,18:00:00
8151,Jueves,1,2046-09-06,08:30:00,18:00:00
8152,Viernes,1,2046-09-07,08:30:00,18:00:00
8153,Sabado,2,2046-09-08,08:30:00,13:00:00
8154,Domingo,2,2046-09-09,08:30:00,13:00:00
8155,Lunes,1,2046-09-10,08:30:00,18:00:00
8156,Martes,1,2046-09-11,08:30:00,18:00:00
8157,Miercoles,1,2046-09-12,08:30:00,18:00:00
8158,Jueves,1,2046-09-13,08:30:00,18:00:00
8159,Viernes,1,2046-09-14,08:30:00,18:00:00
8160,Sabado,2,2046-09-15,08:30:00,13:00:00
8161,Domingo,2,2046-09-16,08:30:00,13:00:00
8162,Lunes,1,2046-09-17,08:30:00,18:00:00
8163,Martes,1,2046-09-18,08:30:00,18:00:00
8164,Miercoles,1,2046-09-19,08:30:00,18:00:00
8165,Jueves,1,2046-09-20,08:30:00,18:00:00
8166,Viernes,1,2046-09-21,08:30:00,18:00:00
8167,Sabado,2,2046-09-22,08:30:00,13:00:00
8168,Domingo,2,2046-09-23,08:30:00,13:00:00
8169,Lunes,1,2046-09-24,08:30:00,18:00:00
8170,Martes,1,2046-09-25,08:30:00,18:00:00
8171,Miercoles,1,2046-09-26,08:30:00,18:00:00
8172,Jueves,1,2046-09-27,08:30:00,18:00:00
8173,Viernes,1,2046-09-28,08:30:00,18:00:00
8174,Sabado,2,2046-09-29,08:30:00,13:00:00
8175,Domingo,2,2046-09-30,08:30:00,13:00:00
8176,Lunes,1,2046-10-01,08:30:00,18:00:00
8177,Martes,1,2046-10-02,08:30:00,18:00:00
8178,Miercoles,1,2046-10-03,08:30:00,18:00:00
8179,Jueves,1,2046-10-04,08:30:00,18:00:00
8180,Viernes,1,2046-10-05,08:30:00,18:00:00
